Height,Weight,HandSize,ArmLength,FortyTime,TwentyTime,TenTime,Bench,Vertical,BroadJump,Shuttle,ThreeCone,SixtyShuttle,LastYearRecAvg,CareerRecAvg,LastYearReturnAvg,CareerReturnAvg,DraftRound,College,DraftYear,CareerRec,LastYearRec
70.6,177.0,8.5,29.5,4.41,2.55,1.56,,36.5,,,,,0,0,0,0,0,Florida,2001,0,0
71.6,180.0,8.0,33.0,4.4,2.54,1.54,,42.5,,4.25,7.28,11.77,0,0,0,0,0,Troy (AL),2001,0,0
71.6,210.0,9.0,34.0,4.33,,,,45.0,,4.0,,,15.6,15.8,0,0,2,Wisconsin,2001,2004,813
73.0,205.0,,,4.48,2.61,1.54,,36.5,,4.07,7.24,,15.3,15.3,0,0,2,Texas A&M,2001,885,885
71.1,195.0,9.5,29.5,4.56,2.65,1.55,,35.5,,3.96,6.98,10.99,0,0,0,0,0,Tennessee-Chattanooga,2001,0,0
74.3,219.0,10.0,33.0,4.48,,,,36.0,,,,,18.7,15.1,21.0,21.0,1,Clemson,2001,2404,956
73.1,183.0,9.0,32.0,4.42,2.53,1.52,,32.0,,,,,16.6,15.9,,14.0,7,Ohio State,2001,1268,366
70.6,191.0,9.0,31.0,4.46,2.64,1.62,,36.0,,4.18,7.08,11.51,11.8,15.0,,15.8,0,Brigham Young,2001,2841,718
74.3,204.0,10.5,34.0,4.49,,,,43.0,,,,,16.3,14.5,19.5,24.3,4,Texas Christian,2001,593,310
73.0,192.0,9.5,32.0,4.58,2.63,1.58,,33.0,,4.14,7.51,,21.8,21.8,0,0,2,Oregon State,2001,806,806
72.0,199.0,9.5,30.5,4.44,2.56,1.55,,43.5,,3.73,6.56,10.43,12.3,12.6,0,0,6,Iowa,2001,1974,1010
71.9,199.0,9.5,31.25,4.61,,,,35.5,,,,,13.7,13.0,,17.1,7,Miami (FL),2001,834,151
76.1,242.0,9.0,32.25,4.76,,,,37.0,,,,,9.8,11.8,0,0,6,Tennessee,2001,543,285
73.8,209.0,9.5,32.0,4.46,2.61,1.55,,41.0,,3.99,7.06,11.09,17.7,14.7,0,0,4,Northern Illinois,2001,2991,1168
70.1,191.0,8.0,30.0,4.49,2.62,1.59,,36.5,,4.18,7.17,,17.8,15.6,0,0,7,Kentucky,2001,1743,799
72.0,180.0,8.0,29.5,4.54,2.67,1.61,,34.5,,4.15,7.12,11.51,13.0,12.3,0,0,0,Southern Mississippi,2001,962,713
73.0,171.0,,,4.57,2.64,1.56,,37.5,,4.07,7.06,,21.3,18.2,0,0,3,Florida State,2001,2098,1340
71.4,185.0,8.5,31.0,4.47,2.58,1.58,,39.5,,4.06,6.95,,19.3,17.8,,22.5,1,UCLA,2001,1955,1314
72.9,211.0,8.5,31.5,4.48,,,,33.0,,,,,18.2,20.5,22.9,20.4,2,Kansas State,2001,2173,1166
69.6,184.0,8.5,29.0,4.31,,,,42.0,,,,,16.6,17.8,0,0,1,Miami (FL),2001,2547,748
70.5,195.0,9.5,32.0,4.54,2.66,1.62,,37.0,,3.98,6.86,11.31,0,0,0,0,0,Nebraska,2001,0,0
73.5,198.0,9.0,32.5,4.8,2.74,1.65,,32.5,,4.22,7.26,11.69,11.7,13.1,,27.3,0,Marshall (WV),2001,2814,818
72.6,196.0,8.0,30.0,4.34,,,,39.0,,,,,15.0,17.4,28.1,22.9,7,Ohio State,2001,1849,794
73.5,211.0,9.0,31.5,4.61,2.69,1.6,,38.5,,,,,17.1,17.4,0,0,1,North Carolina State,2001,1914,1061
69.0,184.0,9.25,31.5,4.44,2.58,1.54,,38.5,,4.25,7.44,12.15,21.2,20.6,0,0,3,Utah,2001,1603,743
68.6,192.0,8.5,29.5,4.57,2.62,1.61,,32.5,,,,,14.1,13.5,0,0,5,Purdue,2001,2370,1014
70.9,183.0,7.5,30.0,4.37,2.55,1.55,,35.5,,3.93,6.81,10.85,12.2,15.9,0,0,0,Texas A&M,2001,1316,390
75.1,213.0,9.25,31.5,4.43,,,,38.0,,,,,15.8,14.6,0,0,1,Michigan,2001,2005,994
72.0,198.0,9.0,32.0,4.45,,,,36.0,,,,,17.6,14.5,0,0,1,Miami (FL),2001,2510,755
77.0,230.0,,,4.56,2.63,1.57,,41.0,,4.2,7.37,,0,0,0,0,0,Washington State,2001,0,0
69.8,179.0,9.5,29.0,4.46,2.58,1.57,,38.0,,,,,11.0,13.4,14.0,19.7,6,Tennessee,2001,2137,681
77.4,231.0,9.5,33.75,4.59,,,,33.0,,,,,17.3,16.5,0.0,0.0,1,Michigan State,2000,2155,1142
73.6,208.0,10.0,31.13,4.54,,,,39.5,,,,,11.9,13.1,0,0,0,Texas,2000,2279,1188
72.1,191.0,9.5,32.5,4.37,2.53,1.51,,37.5,,4.09,6.76,,16.5,16.0,19.0,19.0,3,Texas A&M,2000,1363,363
71.8,211.0,9.13,31.5,4.65,2.72,1.7,,32.5,,4.1,6.79,11.33,11.9,15.6,0,0,0,North Carolina State,2000,1909,487
71.3,192.0,9.0,30.63,4.48,2.6,1.58,,34.0,,4.39,6.89,11.34,14.9,17.2,25.7,25.5,3,Florida State,2000,1064,179
73.0,199.0,,,4.55,2.57,1.56,,34.0,,4.16,6.96,,10.9,13.0,23.4,23.4,3,Tulane (LA),2000,3131,1051
73.4,206.0,10.0,31.5,4.58,,,,,,,,,15.0,14.5,0,0,3,Florida State,2000,1520,644
69.9,198.0,9.25,30.0,4.57,2.66,1.65,,37.0,,4.06,6.88,11.16,,14.0,0,0,0,Louisiana State,2000,1747,
75.3,199.0,9.5,32.75,4.59,2.63,1.58,,37.5,,4.29,7.03,,19.4,16.6,0,0,4,Miami (OH),2000,2131,1028
71.1,173.0,9.0,29.75,4.69,2.67,1.61,,,,,,,13.0,16.7,0,0,0,Southern Mississippi,2000,3214,520
71.0,204.0,,,4.5,2.6,1.51,,,,4.18,7.33,,13.1,13.9,0,0,5,Southern California,2000,2443,720
71.8,197.0,9.5,31.25,4.58,2.63,1.58,,,,,,,17.3,15.5,0,0,3,Florida,2000,1501,1156
72.9,180.0,8.5,30.75,4.74,2.71,1.67,,28.5,,4.38,7.11,11.71,21.3,17.7,0,0,0,Michigan,2000,1433,766
73.5,202.0,9.25,33.5,4.6,2.69,1.6,,35.5,,4.25,7.3,11.85,13.0,13.9,0,0,7,Central Florida,2000,2249,1133
74.8,194.0,8.88,31.88,4.54,2.65,1.64,,35.0,,,,,22.2,21.0,0,0,0,Arkansas,2000,2879,822
72.4,196.0,10.0,31.0,4.58,2.66,1.6,,36.0,,4.11,7.16,11.31,16.1,13.9,28.0,24.0,0,Duke,2000,2379,819
75.0,203.0,9.0,32.0,4.84,2.77,1.64,,35.5,,4.24,7.01,11.74,17.9,15.9,0,0,0,Wyoming,2000,2883,733
74.0,201.0,,,4.52,2.66,1.62,,37.5,,4.09,6.91,,0,0,0,0,0,Richmond (VA),2000,0,0
75.0,216.0,10.75,33.25,4.63,2.7,1.64,,34.5,,4.17,7.06,11.52,0,0,0,0,0,Jackson State (MS),2000,0,0
70.4,175.0,10.13,29.0,4.46,2.58,1.56,,37.5,,4.04,6.96,11.07,16.2,14.7,0,0,2,Arizona,2000,3186,1422
73.9,205.0,9.38,32.25,4.69,2.72,1.63,,39.5,,4.13,6.93,11.38,0,0,0,0,0,Troy (AL),2000,0,0
72.3,194.0,9.13,31.25,4.6,2.64,1.57,,33.5,,,,,16.1,15.6,0,0,4,Michigan State,2000,2095,483
69.5,177.0,9.5,31.75,4.41,2.56,1.53,,35.0,,,,,0,0,0,0,0,Southern California,2000,0,0
71.0,184.0,9.13,30.25,4.55,,,,33.5,,,,,11.9,15.7,0,0,0,Syracuse,2000,1653,380
72.9,199.0,9.25,31.5,4.43,,,,37.0,,,,,13.6,16.0,0,0,1,Florida,2000,1150,463
66.5,171.0,9.0,28.5,4.55,,,,32.5,,3.84,6.61,10.98,19.7,16.3,0,0,5,Stanford,2000,3986,1456
73.3,218.0,10.13,32.75,4.62,,,,37.5,,4.09,6.91,11.19,19.5,20.4,23.8,24.7,3,Georgia Tech,2000,1833,860
70.9,180.0,9.63,30.5,4.6,2.64,1.6,,36.0,,4.16,7.22,11.48,18.7,20.2,32.9,29.4,6,Marshall (WV),2000,1471,880
75.3,191.0,10.0,32.5,4.55,2.62,1.57,,33.0,,4.18,7.09,11.34,13.4,11.7,0,0,0,Iowa,2000,665,348
71.8,205.0,8.38,31.0,4.33,2.53,1.5,,40.0,,3.99,6.99,,15.1,14.5,0,0,3,Auburn,1999,2174,651
72.5,167.0,9.5,31.5,4.46,2.57,1.56,,36.5,,4.03,6.9,10.93,14.0,15.3,0,0,5,Kent State (OH),1999,3513,685
73.6,215.0,9.0,32.63,4.59,2.62,1.58,,37.0,,4.24,7.25,,0,0,0,0,0,Northwestern,1999,0,0
73.3,215.0,8.5,32.25,4.47,2.52,1.56,,37.0,,4.09,7.2,,16.9,14.9,0,0,1,Ohio State,1999,2855,1435
72.6,184.0,9.88,30.63,4.56,2.67,1.6,,30.5,,4.21,7.12,11.19,16.3,12.6,0,0,4,North Carolina,1999,2086,897
71.0,166.0,,,4.53,2.6,1.5,,34.0,,4.16,,,13.0,13.6,0,0,0,Central Florida,1999,2248,1142
75.0,211.0,,,4.6,2.67,1.61,,36.0,,,,,11.9,12.7,0,0,0,Nebraska,1999,482,155
73.1,212.0,9.0,29.5,4.53,2.6,1.57,,33.0,,4.16,,,12.1,12.4,0,0,5,Colorado,1999,1199,630
68.0,173.0,,,4.5,2.64,1.53,,36.0,,4.04,6.96,,0,0,0,0,0,Delaware,1999,0,0
74.0,201.0,,,4.5,2.59,1.56,,36.0,,4.28,7.3,,0,0,0,0,0,Tennessee,1999,0,0
71.9,201.0,9.63,29.75,4.7,2.73,1.6,,31.5,,4.36,7.36,11.8,11.5,11.8,20.3,12.8,4,California,1999,2279,1150
69.5,191.0,8.5,30.13,4.57,2.63,1.6,,36.5,,4.16,7.37,,14.3,15.5,20.4,20.6,1,Louisiana Tech,1999,4352,1996
76.0,189.0,9.5,30.38,4.67,2.72,1.63,,33.5,,4.09,7.26,11.61,0,0,0,0,0,Weber State (UT),1999,0,0
72.9,212.0,11.0,31.5,4.79,2.8,1.66,,32.0,,4.41,7.75,12.27,15.0,13.9,0,0,0,West Virginia,1999,2347,948
69.1,186.0,9.0,30.13,4.68,2.76,1.66,,36.0,,4.2,7.42,11.53,17.9,16.6,0,0,0,Oregon,1999,1871,1038
68.5,168.0,9.0,29.75,4.45,2.61,1.57,,34.0,,4.33,7.25,11.64,14.3,17.0,0,0,0,Colorado State,1999,1105,629
73.0,192.0,,,4.54,2.62,1.58,,32.0,,4.16,7.13,,18.1,17.7,0,0,0,Texas Tech,1999,2211,871
72.3,192.0,9.63,30.25,4.44,2.62,1.57,,37.0,,,,,18.2,17.7,0,0,1,North Carolina State,1999,3379,1604
71.9,188.0,9.5,29.88,4.8,2.79,1.64,,35.0,,4.29,7.32,12.13,13.9,13.6,21.2,21.2,0,Arizona State,1999,1843,568
73.0,187.0,,,4.68,2.64,1.63,,31.0,,4.29,7.27,,12.9,14.2,,18.0,0,Alabama,1999,1093,621
71.4,203.0,9.38,31.5,4.5,2.65,1.6,,39.5,,4.18,7.3,11.27,0,0,0,0,0,Nebraska-Omaha,1999,0,0
71.1,194.0,10.0,30.75,4.41,2.53,1.49,,36.5,,3.86,6.79,12.19,14.9,16.2,30.0,28.7,2,Syracuse,1999,1584,894
70.9,185.0,9.0,30.0,4.69,2.74,1.62,,37.0,,4.49,7.58,12.23,14.2,14.6,0,0,0,Utah,1999,1435,809
72.5,197.0,8.25,30.63,4.63,2.68,1.63,,33.5,,4.32,7.3,,15.8,17.1,26.5,26.5,0,Arizona,1999,1523,916
75.0,202.0,9.38,32.25,4.74,2.76,1.65,,34.0,,4.24,7.27,11.88,14.6,16.0,0,0,7,Kansas State,1999,1533,1092
68.0,194.0,8.38,30.0,4.53,2.66,1.6,,33.0,,4.36,7.21,11.59,18.7,17.7,,17.6,4,Texas,1999,1684,1087
68.0,185.0,,,4.53,2.6,1.53,,35.5,,4.13,7.28,,19.4,16.7,0,0,3,Florida,1999,2057,1357
69.0,178.0,,,4.24,2.53,1.47,,37.0,,3.96,6.79,,0,0,0,0,0,Eastern Kentucky,1999,0,0
74.6,215.0,10.25,32.38,4.67,2.76,1.66,,34.5,,4.28,7.06,,12.7,12.6,0,0,7,Southern California,1999,1572,623
71.9,199.0,9.25,30.88,4.51,2.62,1.6,,33.5,,4.31,7.2,,15.5,15.8,0,0,0,Ohio State,1999,2090,915
74.4,217.0,9.75,32.25,4.73,2.76,1.64,,37.0,,,,,20.7,17.4,,5.0,0,Arizona State,1999,1534,746
77.0,223.0,,,4.74,2.73,1.66,,30.5,,,,,0,0,0,0,0,Minnesota State,1999,0,0
70.4,197.0,9.75,31.0,4.66,2.72,1.66,,37.0,,4.06,7.12,11.32,22.1,16.5,0,0,0,Penn State,1999,741,353
72.9,200.0,9.5,32.5,4.49,2.59,1.57,,35.5,,,,,20.0,14.3,0,0,4,Southern California,1999,1116,580
74.9,223.0,10.25,33.38,4.57,2.61,1.63,,33.0,,4.18,7.34,,0,0,0,0,6,Cincinnati,1999,0,0
70.9,180.0,10.0,31.5,4.55,2.6,1.56,,35.0,,4.09,7.28,,15.1,15.6,27.8,25.3,2,Tennessee,1999,2298,920
73.6,203.0,9.25,31.88,4.79,2.8,1.69,,32.0,,,,,11.5,13.7,0,0,0,West Virginia,1999,2608,883
73.9,220.0,9.63,32.5,4.64,2.72,1.66,,35.0,,4.32,7.39,,14.1,13.9,0,0,0,Georgia,1999,1044,675
73.0,194.0,8.25,31.0,4.63,2.74,1.6,,35.5,,4.24,7.25,11.82,16.3,15.4,0,0,6,East Carolina (NC),1999,1982,719
73.0,191.0,,,4.5,2.63,1.57,,36.5,,3.86,7.1,,9.8,10.8,14.0,14.0,0,Arizona State,1999,476,295
75.9,215.0,9.25,33.75,4.66,2.74,1.7,,35.0,,4.24,7.24,11.29,16.6,16.7,0,0,0,North Carolina,1999,2002,414
73.0,197.0,,,4.49,2.56,1.53,,35.5,,4.01,7.04,,18.0,15.4,0,0,0,Louisiana-Lafayette,1999,3702,1173
73.4,194.0,8.25,33.13,4.44,2.62,1.57,,37.0,,,,,15.1,15.4,0,0,6,Michigan,1999,2016,906
74.0,211.0,9.63,31.5,4.6,2.67,1.6,,41.5,,4.13,7.31,11.54,14.5,13.9,0,0,0,Baylor,1999,1088,478
74.0,212.0,,,4.57,2.66,1.61,,33.5,,4.32,7.32,,11.9,15.1,0,0,0,Alabama,1999,1105,403
75.0,207.0,,,4.45,2.62,1.57,,35.5,,3.96,7.09,,12.8,12.0,0,0,0,Oklahoma,1999,311,141
67.6,164.0,9.0,29.5,4.49,2.61,1.58,,32.5,,4.14,7.31,11.39,15.4,13.9,29.3,24.9,4,Kentucky,1999,2899,1311
73.5,187.0,9.63,33.13,4.46,2.6,1.55,,37.0,,4.04,7.49,11.08,19.5,18.5,0,0,3,Purdue,1998,3029,1228
74.4,230.0,10.25,34.38,4.85,2.84,1.7,,34.0,,4.3,7.65,11.82,11.8,14.1,,2.5,0,Colorado,1998,858,189
68.1,164.0,9.5,30.75,4.51,2.61,1.54,,32.5,,4.22,7.34,11.27,15.9,15.4,24.3,24.3,0,Minnesota,1998,2640,924
72.4,197.0,9.75,33.0,4.65,2.73,1.64,,25.0,,4.48,7.91,12.15,21.0,18.6,0,0,0,North Carolina,1998,2398,441
71.5,184.0,9.63,33.13,4.64,2.72,1.63,,30.0,,4.44,7.73,12.27,10.7,15.2,0,0,0,Miami (FL),1998,760,64
72.6,197.0,9.38,35.25,4.47,2.66,1.66,,34.5,,4.36,8.07,11.9,0,0,0,0,0,Jackson State (MS),1998,0,0
72.1,187.0,9.0,32.25,4.45,2.6,1.58,,34.5,,4.17,7.16,11.33,17.2,16.4,,20.7,6,Washington,1998,1588,723
75.4,212.0,10.0,33.25,,,,,,,,,,18.3,17.6,0,0,2,Virginia,1998,2142,969
68.9,183.0,9.25,30.75,4.48,2.6,1.54,,31.5,,4.0,7.46,10.92,10.7,11.3,27.0,26.7,0,Stanford,1998,1071,578
73.1,199.0,10.13,34.25,,,,,,,,,,13.7,14.2,22.3,23.2,1,Utah,1998,2726,824
74.0,189.0,9.13,33.63,4.71,2.78,1.67,,31.5,,4.17,7.94,11.79,17.1,15.9,0,0,0,Arkansas,1998,2440,870
72.5,187.0,9.38,33.5,4.53,2.67,1.59,,39.5,,,,,0,0,0,0,0,Miami (FL),1998,0,0
71.5,187.0,9.5,33.25,,,,,,,,,,19.6,17.6,0,0,3,Florida State,1998,2920,1059
68.9,173.0,8.5,31.25,,,,,,,,,,16.8,19.3,0,0,2,Florida,1998,2181,1024
69.6,179.0,9.25,30.5,4.45,2.58,1.57,,36.0,,4.25,7.44,11.73,16.1,17.8,26.2,25.0,4,San Diego State,1998,2622,595
76.6,208.0,9.25,34.25,4.57,2.7,1.63,,36.0,,4.07,7.38,11.42,13.7,14.9,,14.0,4,Wisconsin,1998,1575,618
69.8,179.0,8.25,32.5,4.66,2.7,1.63,,33.0,,4.29,7.5,11.41,13.0,14.6,0,0,0,Clemson,1998,1750,907
73.1,203.0,9.63,32.25,4.67,2.73,1.65,,33.5,,4.1,7.5,11.35,18.6,17.9,0,0,0,Washington State,1998,1145,1005
72.9,215.0,10.38,33.63,4.71,2.72,1.63,,34.0,,,,,14.9,16.0,-9.0,-9.0,0,Utah State,1998,2483,1086
71.3,194.0,8.63,31.5,4.64,2.67,1.59,,28.0,,4.34,7.3,12.07,0,0,0,0,0,Howard (DC),1998,0,0
70.1,181.0,9.13,32.25,4.42,2.61,1.56,,34.5,,,,,19.5,17.4,0,0,2,Oregon,1998,1919,1072
74.0,203.0,9.75,33.5,4.61,2.7,1.6,,,,,,,18.2,18.1,0,0,0,San Diego State,1998,921,802
76.9,231.0,9.5,33.0,4.66,2.74,1.67,,31.5,,4.48,7.49,11.76,20.9,20.1,0,0,2,Penn State,1998,1894,817
71.9,190.0,9.63,32.0,4.47,2.67,1.66,,32.0,,4.26,7.84,11.6,0,0,0,0,0,Cal Poly-SLO,1998,0,0
75.0,209.0,9.25,33.0,4.57,2.69,1.6,,34.5,,4.06,7.18,11.61,19.7,15.5,0,0,7,Tennessee,1998,912,434
71.3,186.0,9.13,32.5,,,,,32.5,,4.1,7.46,11.24,16.1,13.9,0,0,0,Georgia Tech,1998,2291,839
75.6,194.0,9.63,34.0,4.38,2.66,1.52,,33.0,,4.17,7.19,11.87,19.0,19.0,0,0,1,"Marshall (WV)
",1998,1820,1820
71.9,189.0,9.5,29.63,4.72,2.77,1.69,,30.5,,3.91,7.28,11.47,14.9,12.9,0,0,0,Northwestern,1998,1709,865
74.9,193.0,10.13,33.25,,,,,,,,,,15.4,13.8,0,0,1,Tennessee,1998,2447,1170
73.3,182.0,9.75,32.0,4.58,2.7,1.69,,35.0,,4.24,7.46,11.37,0,0,0,0,0,Northwestern State (LA),1998,0,0
72.0,187.0,9.88,30.88,,,,,,,,,,18.0,16.5,0,0,2,Washington,1998,2063,1245
77.1,237.0,10.5,35.13,4.57,2.69,1.6,,36.0,,4.03,7.28,11.56,0,0,0,0,0,Stephen F. Austin (TX),1998,0,0
70.1,180.0,9.25,32.25,4.53,2.62,1.57,,33.5,,4.19,7.55,11.44,0,0,0,0,0,Kentucky,1998,0,0
76.3,210.0,10.13,34.0,,,,,,,,,,14.7,17.0,0,0,3,East Carolina (NC),1998,1714,308
72.8,203.0,10.5,33.25,4.35,2.6,1.57,,36.5,,3.96,7.15,10.98,19.8,20.1,0,0,2,Wisconsin,1998,1991,553
73.6,182.0,9.13,34.13,4.59,2.63,1.61,,36.0,,4.0,6.88,10.76,0,0,0,0,0,Minnesota,1998,0,0
73.0,182.0,9.63,32.25,4.55,2.64,1.65,,37.0,,4.01,7.06,11.0,0,0,0,0,0,Texas Christian,1998,0,0
67.9,196.0,8.75,29.38,,,,,,,,,,16.4,17.2,0,0,0,Colorado State,1998,1480,559
75.5,210.0,9.88,34.75,4.46,2.62,1.61,,35.0,,4.21,7.15,11.62,0,0,0,0,0,Syracuse,1998,0,0
71.6,195.0,9.0,30.5,,,,,30.5,,4.09,7.09,11.02,0,0,25.5,20.0,3,Georgia,1998,0,0
72.4,207.0,9.75,34.5,4.66,2.73,1.62,,34.0,,4.04,7.64,11.64,11.4,10.7,18.0,12.0,0,Northwestern,1998,418,227
71.5,184.0,10.0,33.63,4.5,2.62,1.56,,34.5,,4.11,7.32,11.14,0,0,0,0,7,North Carolina State,1998,0,0
74.4,204.0,10.13,33.5,4.65,2.72,1.62,,32.0,,4.03,7.32,11.11,13.7,14.0,0,0,0,Iowa State,1998,1850,534
71.4,184.0,9.13,31.63,4.59,2.68,1.58,,29.5,,4.38,7.51,11.89,16.8,17.1,0,0,7,Texas,1997,3032,942
71.5,183.0,9.25,32.5,,,,,,,,,,18.0,18.0,16.1,23.2,1,Florida,1997,2274,1293
72.0,185.0,9.75,33.38,4.62,2.68,1.6,,34.0,,4.28,7.31,11.43,16.7,14.7,0,0,2,San Diego State,1997,2896,1000
76.6,214.0,9.88,35.13,4.65,2.7,1.63,,38.5,,4.13,7.31,11.43,0,0,0,0,0,James Madison (VA),1997,0,0
70.6,194.0,9.5,31.13,,,,,,,,,,20.7,18.8,,20.0,1,Colorado,1997,2540,1116
72.4,184.0,8.88,31.5,4.55,2.63,1.63,,,,,,,15.3,15.6,22.7,22.7,4,Texas A&M,1997,1525,872
74.0,195.0,9.25,35.63,,,,,,,,,,13.0,13.7,0,0,0,Florida State,1997,1810,338
73.1,210.0,9.13,32.25,4.59,2.7,1.61,,34.5,,4.33,7.54,,17.9,16.5,,15.8,0,Georgia,1997,1975,663
73.9,218.0,9.0,31.63,,,,,,,,,,13.6,16.9,0,0,0,Arizona,1997,1892,245
74.9,199.0,9.25,33.0,4.41,2.61,1.59,,40.5,,4.17,7.52,11.53,17.0,17.6,0,0,1,Miami (FL),1997,1477,746
73.4,213.0,9.88,32.75,4.68,2.72,1.62,,34.0,,4.09,7.42,11.51,15.1,17.4,0,0,0,Wyoming,1997,4518,1650
71.9,189.0,9.5,32.63,,,,,,,,,,19.1,17.6,28.8,33.3,1,Florida,1997,2214,900
71.1,183.0,9.5,32.0,4.67,2.72,1.6,,33.0,,4.28,7.46,11.49,0,0,0,0,0,Central State (OH),1997,0,0
72.6,186.0,8.88,33.75,,,,,,,,,,15.9,15.4,0,0,2,Tennessee,1997,2814,1080
71.5,172.0,9.88,33.63,4.67,2.7,1.61,,33.5,,4.19,7.09,11.03,0,0,0,0,0,Virginia State,1997,0,0
71.9,171.0,8.63,33.25,4.57,2.62,1.58,,36.5,,3.93,6.88,10.89,12.3,14.0,0,0,2,Kansas State,1997,3032,882
72.9,205.0,9.25,32.0,4.68,2.75,1.62,,34.0,,3.99,7.06,11.29,17.2,14.4,18.0,18.0,0,Louisiana Tech,1997,3763,1466
71.1,181.0,9.5,31.5,4.59,2.68,1.59,,34.5,,4.12,7.31,11.53,10.4,16.3,0,0,6,Stanford,1997,2280,383
70.8,193.0,10.0,32.25,4.55,2.65,1.62,,32.0,,4.46,7.33,11.65,16.3,16.0,18.7,24.3,4,Michigan State,1997,1914,865
70.1,192.0,9.63,32.5,4.58,2.69,1.63,,31.5,,4.32,7.4,11.69,18.4,15.8,14.6,20.4,0,Southern California,1997,1008,793
69.4,170.0,9.88,31.88,4.63,2.68,1.6,,31.5,,4.29,7.34,11.32,19.0,19.0,0,0,0,Baylor,1997,1251,474
72.8,188.0,9.25,30.63,4.57,2.63,1.58,,31.0,,4.28,7.3,11.51,18.6,19.3,0,0,4,Arizona State,1997,2681,857
68.8,161.0,9.25,31.25,4.65,2.71,1.61,,30.5,,4.14,7.36,11.67,16.0,15.7,0,0,0,Frenso State (CA),1997,2956,1248
75.4,213.0,10.25,34.13,4.55,2.65,1.6,,37.0,,,,,24.0,18.2,0,0,4,South Carolina,1997,674,505
72.1,184.0,9.25,33.0,4.65,2.7,1.58,,35.5,,4.53,,,0,0,0,0,0,New Mexico,1997,0,0
72.0,188.0,9.5,32.63,4.61,2.77,1.66,,32.0,,4.49,7.81,11.96,15.3,11.1,0,0,0,Maryland,1997,2059,534
70.9,188.0,9.75,31.0,4.73,2.71,1.64,,29.0,,4.5,7.83,,19.3,18.0,0,0,0,Ohio State,1997,1136,829
70.4,187.0,9.25,31.0,4.54,2.64,1.6,,30.0,,4.3,7.36,11.75,10.7,15.0,0,0,6,Cincinnati,1997,1549,247
72.8,186.0,9.5,32.0,4.77,2.79,1.66,,32.5,,4.1,7.58,11.56,9.7,14.5,0,0,0,Ohio State,1997,1277,97
68.6,175.0,8.88,30.0,4.56,2.67,1.6,,31.0,,4.14,7.1,11.17,0,0,0,0,0,Northern Iowa,1997,0,0
70.8,176.0,9.0,32.25,4.82,2.8,1.68,,31.5,,4.57,7.42,12.45,0,0,0,0,0,Florida A&M,1997,0,0
70.0,199.0,9.75,31.88,,,,,33.5,,4.33,7.52,,0,0,0,0,0,Bethune-Cookman (FL),1997,0,0
72.3,176.0,9.13,32.75,4.68,2.71,1.61,,30.0,,4.2,,11.81,0,0,0,0,0,Frenso State (CA),1996,0,0
71.3,187.0,8.75,33.13,4.59,2.68,1.61,,32.5,,4.2,,11.12,0,0,0,0,0,Alabama State,1996,0,0
72.8,196.0,9.0,33.75,4.85,2.84,1.68,,31.5,,4.24,,11.81,13.0,14.8,7.0,7.0,0,Alabama,1996,1568,557
73.5,209.0,9.0,33.75,4.69,2.74,1.65,,29.5,,4.52,,12.15,18.2,19.8,18.1,16.0,0,Mississippi State,1996,474,383
74.5,231.0,10.25,33.63,4.9,2.8,1.71,,29.5,,4.5,,12.15,0,0,0,0,0,Southwest Minnesota,1996,0,0
75.5,191.0,10.0,31.75,4.87,2.82,1.68,,30.5,,4.52,,11.94,14.9,14.1,0,0,6,Florida,1996,2107,1045
69.6,187.0,9.13,30.25,,,,,,,,,,17.2,18.1,0,0,2,Penn State,1996,3026,1084
70.5,184.0,10.38,32.5,,,,,,,,,,22.0,21.2,19.8,22.2,1,Ohio State,1996,1677,1411
72.1,200.0,9.5,33.63,4.6,2.74,1.69,,,,,,,0,0,0,0,0,Gardner-Webb (NC),1996,0,0
75.3,195.0,9.0,31.5,4.84,2.78,1.63,,31.0,,4.23,,11.71,17.3,16.3,0,0,0,Stanford,1996,1746,984
71.9,181.0,9.75,30.75,,,,,,,,,,20.2,20.2,0,0,1,Syracuse,1996,2728,1131
70.0,198.0,9.13,31.25,4.68,2.69,1.59,,34.0,,4.12,,11.26,19.3,17.3,16.0,18.8,5,Michigan,1996,2109,888
72.8,201.0,10.13,31.5,4.67,2.72,1.67,,30.5,,4.14,,11.1,11.4,13.8,0,0,0,Iowa State,1996,871,353
72.1,214.0,9.88,31.63,,,,,,,,,,13.0,13.0,21.0,19.1,7,Georgia,1996,2373,574
75.1,221.0,10.0,31.63,4.63,2.73,1.65,,35.0,,4.21,,11.45,15.2,16.5,,1.0,5,Virginia,1996,1785,517
70.3,184.0,8.38,31.5,,,,,,,,,,16.4,18.8,20.6,21.9,6,Pittsburgh,1996,3003,789
75.3,220.0,10.88,33.5,,,,,31.5,,4.25,,11.65,14.1,16.6,17.0,17.0,1,Southern California,1996,2796,1434
68.0,175.0,9.63,31.63,4.59,2.68,1.59,,34.0,,4.59,,11.76,16.5,17.9,0,0,4,Frenso State (CA),1996,3344,1171
71.6,184.0,8.63,31.25,4.59,2.62,1.54,,33.5,,4.3,,11.53,0,0,0,0,0,Tennessee State,1996,0,0
74.0,193.0,8.25,31.0,4.67,2.72,1.6,,,,,,,13.0,14.2,,18.0,0,UCLA,1996,2548,558
